item_code,item_description,item_description_ar,supplier_item_ref,int_barcode,loc_barcode,purchase_point,ib,uom_value,uom_id,supplier_uom_value,supplier_uom_id,weight_value,weight_id,type_id,division_id,dept_code_id,supplier_code_id,product_code_id,subproduct_code_id,group_line_id,brand_line_code_id,brand_cls_code_id,section_code_id,size_code_id,gender_code_id,fragrance_code_id,color_code_id,collection_code_id,made_in_id,item_status_code_id,created_on,created_by,updated_on,updated_by,selectivetax,vatpercentage
DD-001735009,ADD DEO SPR 100ML INT15,,F001735009,,,40,0,1,5,,,,,3,1,5,20,18,22,97,15,48,8,10,3,,12,1,,1,,,,,,
DD-006282849,ADD E/ FRAICH NEW EDT SPR 50ML INT,,F006282849,,,40,0,1,5,,,,,3,1,5,20,18,388,97,15,50,8,8,3,2,12,1,,1,,,,,,
DD-006284849,ADD E/ FRAICH NEW EDT SPR 100ML IN,,F006284849,,,40,0,1,5,,,,,3,1,5,20,18,388,97,15,50,8,10,3,2,12,1,,1,,,,,,
DD-007282409,ADD EDP NEW SPR 50ML INT14,,F007282409,,,40,0,1,5,,,,,3,1,5,20,18,388,97,15,49,8,8,3,,12,1,,1,,,,,,
DD-007284409,ADD EDP NEW SPR 100ML INT14,,F007284409,,,40,0,1,5,,,,,3,1,5,20,18,388,97,15,49,8,10,3,3,12,1,,1,,,,,,
DD-062872009,ADD NEW EDT SP 50ML INT14,,F062872009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,15,49,8,8,3,,12,1,,1,,,,,,
DD-062874009,ADD NEW EDT SP 100ML INT14,,F062874009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,15,49,8,10,3,,12,1,,1,,,,,,
DD-000500000,DH EDT AS BALM P/BTL 100ML INT15,,F000500000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,16,51,8,10,2,,12,1,,1,,,,,,
DD-000947000,DH EDT SHOWER GEL BTL 200ML INT15,,F000947000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,16,51,8,21,2,,12,1,,1,,,,,,
DD-001736009,DH EDT DEO SPR 150ML INT15,,F001736009,,,40,0,1,5,,,,,3,1,5,20,18,22,97,16,51,8,20,2,,12,1,,1,,,,,,
DD-001800000,DH EDT DEO STICK 75GR INT15,,F001800000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,16,51,8,25,2,,12,1,,1,,,,,,
DD-036914000,CD MASCULINE(H)AFS LOTION BOTTLE 1,,F036914000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,16,51,8,10,2,,12,1,,1,,,,,,
DD-046922009,CD MASCULINE(H)EDT SPRAY 50ML,,F046922009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,51,8,8,2,,12,1,,1,,,,,,
DD-046924009,CD MASCULINE(H)EDT SPRAY 100ML,,F046924009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,51,8,10,2,,12,1,,1,,,,,,
DD-047922709,DIOR-HOMME INTENSE EDP 50ML,,F047922709,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,51,8,8,2,,12,1,,1,,,,,,
DD-047924709,HOMME INTENSE EDP 100ML,,F047924709,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,52,8,10,2,,12,1,,1,,,,,,
DD-066926009,DH EDT SPRAY 150ML INT11,,F066926009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,51,8,20,2,,12,1,,1,,,,,,
DD-068922709,DH SPORT EDT SPR 50ML INT17,,F068922709,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,53,8,8,2,,12,1,,1,,,,,,
DD-068923709,DH SPORT EDT SPR 75ML INT17,,F068923709,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,53,8,9,2,,12,1,,1,,,,,,
DD-068955709,DH SPORT EDT SPR 125ML INT17,,F068955709,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,53,8,11,2,,12,1,,1,,,,,,
DD-077926009,DHI EDP SPRAY 150ML INT11,,F077926009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,52,8,20,2,,12,1,,1,,,,,,
DD-091903009,DH COLOGNE SPR 75ML INT13,,F091903009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,51,8,9,2,,12,1,,1,,,,,,
DD-091928009,DH COLOGNE SPR 200ML INT15,,F091928009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,51,8,21,2,,12,1,,1,,,,,,
DD-091955009,DH COLOGNE SPR 125ML INT13,,F091955009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,51,8,11,2,,12,1,,1,,,,,,
DD-099600057,DH SPORT VERY COOL SPRAY 100ML INT,,C099600057,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,53,8,10,2,,12,1,,1,,,,,,
DD-099600060,DH SPORT EDT SPR 200ML INT18,,C099600060,,,40,0,1,5,,,,,3,1,5,20,18,388,97,16,53,8,21,2,,12,1,,1,,,,,,
DD-006824009,CD DIORELLA EDT SPRAY 100ML,,F006824009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,17,54,8,10,3,,12,1,,1,,,,,,
DD-006422909,CD DIORISSIMO EDT SPRAY 50ML,,F006422909,,,40,0,1,5,,,,,3,1,5,20,18,388,97,18,55,8,8,3,,12,1,,1,,,,,,
DD-006424909,CD DIORISSIMO EDT SPRAY 100ML,,F006424909,,,40,0,1,5,,,,,3,1,5,20,18,388,97,18,55,8,10,3,,12,1,,1,,,,,,
DD-061022009,CD DOLCE VITA EDT SPRAY 50ML,,F061022009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,19,56,8,8,3,,12,1,,1,,,,,,
DD-061024009,CD DOLCE VITA EDT SPRAY 100ML,,F061024009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,19,56,8,10,3,,12,1,,1,,,,,,
DD-006922009,CD DUNE EDT SPRAY 50ML,,F006922009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,20,57,8,8,3,,12,1,,1,,,,,,
DD-006924009,CD DUNE EDT SPRAY 100ML,,F006924009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,20,57,8,10,3,,12,1,,1,,,,,,
DD-069024009,CD DUNE(M) EDT SPRAY 100ML,,F069024009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,20,58,8,10,2,,12,1,,1,,,,,,
DD-000794000,ES SOAP 150 GINT 09,,F000794000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,21,59,8,24,2,,12,1,,1,,,,,,
DD-005767100,DEO STICK SA E.SAUVAGE 75ML,,F005767100,,,40,0,1,5,,,,,3,1,5,20,18,22,97,21,59,8,25,2,,12,1,,1,,,,,,
DD-057014000,EAU SAUVAGE ASF LOTION 100ML,,F057014000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,21,59,8,10,2,,12,1,,1,,,,,,
DD-057064000,EAU SAUVAGE DEO 150ML,,F057064000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,21,59,8,20,2,,12,1,,1,,,,,,
DD-007824009,ES EXTREME EDT 100ML,,F007824009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,21,60,8,10,2,,12,1,,1,,,,,,
DD-009722109,CD E.SVGE EDT SPRAY 50ML,,F009722109,,,40,0,1,5,,,,,3,1,5,20,18,388,97,21,60,8,8,2,,12,1,,1,,,,,,
DD-009724109,CD E.SVGE EDT SPRAY 100ML,,F009724109,,,40,0,1,5,,,,,3,1,5,20,18,388,97,21,60,8,10,2,,12,1,,1,,,,,,
DD-009728109,EAU SAUVAGE 200ML EDT SPRAY,,F009728109,,,40,0,1,5,,,,,3,1,5,20,18,388,97,21,59,8,21,2,,12,1,,1,,,,,,
DD-089622009,ES PARFUM SPR 50ML INT17,,F089622009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,21,59,8,8,2,,12,1,,1,,,,,,
DD-089624009,ES PARFUM SPR 100ML INT17,,F089624009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,21,59,8,10,2,,12,1,,1,,,,,,
DD-089628009,ES PARFUM SPR 200ML INT17,,F089628009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,21,59,8,21,2,,12,1,,1,,,,,,
DD-099722009,ES COLOGNE SPR 50ML INT15,,F099722009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,21,59,8,8,2,,12,1,,1,,,,,,
DD-099724009,ES COLOGNE SPR 100ML INT15,,F099724009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,21,59,8,10,2,,12,1,,1,,,,,,
DD-400000231,XMAS ES EDT JEWEL BOX INT 18,,C400000231,,,40,0,1,5,,,,,3,1,5,20,18,142,97,21,59,8,10,2,,12,1,,1,,,,,,
DD-067424009,CD HIGHER ENERGY EDT NAT SPRAY 100,,F067424009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,24,61,8,10,2,,12,1,,1,,,,,,
DD-000946000,FRT SHOWER GEL BTL 200ML INT15,,F000946000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,22,62,8,21,2,,12,1,,1,,,,,,
DD-005624009,CD FAHRENHEIT AFS SPRAY 100ML,,F005624009,,,40,0,1,5,,,,,3,1,5,20,18,22,97,22,62,8,10,2,,12,1,,1,,,,,,
DD-005665900,FAHRENHEIT DEO ST 75,,F005665900,,,40,0,1,5,,,,,3,1,5,20,18,22,97,22,62,8,9,2,,12,1,,1,,,,,,
DD-005666909,CD FAHRENHEIT DEO SPRAY 150ML,,F005666909,,,40,0,1,5,,,,,3,1,5,20,18,22,97,22,62,8,20,2,,12,1,,1,,,,,,
DD-006622009,CD FAHRENHEIT EDT SPRAY 50ML,,F006622009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,22,62,8,8,2,,12,1,,1,,,,,,
DD-006624009,CD FAHRENHEIT EDT SPRAY 100ML,,F006624009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,22,62,8,10,2,,12,1,,1,,,,,,
DD-006628009,CD FAHRENHEIT EDT SPRAY 200ML,,F006628009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,22,62,8,21,2,,12,1,,1,,,,,,
DD-009623009,FRT COLOGNE SPR 75ML INT16,,F009623009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,22,62,8,9,2,,12,1,,1,,,,,,
DD-009628009,FRT COLOGNE SPR 200ML INT16,,F009628009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,22,62,8,21,2,,12,1,,1,,,,,,
DD-009655009,FRT COLOGNE SPR 125ML INT16,,F009655009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,22,62,8,23,2,,12,1,,1,,,,,,
DD-086623009,FAHRENHEIT EDP 75ML,,F086623009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,22,62,8,9,2,,12,1,,1,,,,,,
DD-400000233,XMAS FRT EDT JEWEL BOX INT18,,C400000233,,,40,0,1,5,,,,,3,1,5,20,18,388,97,22,62,8,10,2,,12,1,,1,,,,,,
DD-003074609,FOR EVER EVER EDT 100ML,,F003074609,,,40,0,1,5,,,,,3,1,5,20,18,388,97,28,63,8,10,3,,12,1,,1,,,,,,
DD-000407000,JAD BATH BODY OIL BTL 200ML INT16,,F000407000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,23,64,8,21,3,,12,1,,1,,,,,,
DD-001102000,JAD BODY CREAM JAR 150ML INT17,,F001102000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,23,64,8,20,3,,12,1,,1,,,,,,
DD-001525000,JAD BODY OIL S/BTL 150ML INT14,,F001525000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,23,64,8,20,3,,12,1,,1,,,,,,
DD-001601009,JAD HAIR MIST SPR 40ML INT17,,F001601009,,,40,0,1,5,,,,,3,1,5,20,18,22,97,23,64,8,26,3,,12,1,,1,,,,,,
DD-051505000,J ADORE BEAUTIFYING BODY MILK,,F051505000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,23,64,8,20,3,,12,1,,1,,,,,,
DD-052015818,DIOR - J'ADORE LGEL DOUCHE 200ML,,F052015818,,,40,0,1,5,,,,,3,1,5,20,18,22,97,23,64,8,21,3,,12,1,,1,,,,,,
DD-053015833,DIOR - J'ADORE SAVON 150GM,,F053015833,,,40,0,1,5,,,,,3,1,5,20,18,22,97,23,64,8,24,3,,12,1,,1,,,,,,
DD-054015864,DIOR - J'ADORE DEODORANT 100ML,,F054015864,,,40,0,1,5,,,,,3,1,5,20,18,22,97,23,64,8,10,3,,12,1,,1,,,,,,
DD-041542709,JAD L OR ESSP SPR 40ML INT17,,F041542709,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,65,8,26,3,,12,1,,1,,,,,,
DD-043530000,JAD TOUCH PARF ESSP BTL 20 ML INT1,,F043530000,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,67,8,17,3,,12,1,,1,,,,,,
DD-061586709,JAD EDT SPR 150ML INT17,,F061586709,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,69,8,20,3,,12,1,,1,,,,,,
DD-071322009,JAD IN JOY EDT SPR 50ML INT17,,F071322009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,82,8,8,3,,12,1,,1,,,,,,
DD-071324009,JAD IN JOY EDT SPR 100ML INT17,,F071324009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,82,8,10,3,,12,1,,1,,,,,,
DD-071522009,CD J'ADORE EDP SPRAY 50ML,,F071522009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,68,8,8,3,,12,1,,1,,,,,,
DD-071524009,CD J'ADORE EDP SPRAY 100ML,,F071524009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,68,8,10,3,,12,1,,1,,,,,,
DD-099600061,JAD BODY MIST SPR 100ML INT18,,C099600061,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,64,8,10,3,,12,1,,1,,,,,,
DD-099600083,JAD ABS SPR INT 18,,C099600083,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,66,8,8,3,,12,1,,1,,,,,,
DD-099600084,JAD ABS SPR INT 18,,C099600084,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,66,8,9,3,,12,1,,1,,,,,,
DD-361522609,JAD EDT NEW SPR 50ML INT16,,F361522609,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,69,8,8,3,,12,1,,1,,,,,,
DD-361524609,JAD EDT NEW SPR 100ML INT16,,F361524609,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,69,8,10,3,,12,1,,1,,,,,,
DD-400000209,XMAS JAD EDP JEWEL BOX IT 18,,C400000209,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,68,8,8,3,,12,1,,1,,,,,,
DD-400000221,XMAS JAD EDP JEWEL BOX INT 18,,C400000221,,,40,0,1,5,,,,,3,1,5,20,18,388,97,23,68,8,10,3,,12,1,,1,,,,,,
DD-000951000,MD SHOWER GEL BTL 200ML INT17,,F000951000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,25,70,8,21,3,,12,1,,1,,,,,,
DD-001101000,MD BODY CREAM JAR 150ML INT17,,F001101000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,25,70,8,20,3,,12,1,,1,,,,,,
DD-001600009,MD HAIR MIST SPR 30ML INT15,,F001600009,,,40,0,1,5,,,,,3,1,5,20,18,22,97,25,70,8,7,3,,12,1,,1,,,,,,
DD-001738000,MD DEO SPR 100ML INT17,,F001738000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,25,70,8,10,3,,12,1,,1,,,,,,
DD-001901009,MD BODY MIST SPR 100ML INT16,,F001901009,,,40,0,1,5,,,,,3,1,5,20,18,22,97,25,70,8,10,3,,12,1,,1,,,,,,
DD-099600058,MD HAND CREAM TB 50ML INT18,,C099600058,,,40,0,1,5,,,,,3,1,5,20,18,22,97,25,70,8,8,3,,12,1,,1,,,,,,
DD-099600059,MD BODY OIL BTL 100ML INT18,,C099600059,,,40,0,1,5,,,,,3,1,5,20,18,22,97,25,70,8,10,3,,12,1,,1,,,,,,
DD-000807000,MD BODY MILK BTL 200ML INT17,,F000807000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,25,70,8,21,3,,12,1,,1,,,,,,
DD-006222909,CD MS DIOR EDT SPRAY 50ML,,F006222909,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,71,8,8,3,,12,1,,1,,,,,,
DD-006224909,CD MS DIOR EDT SPRAY 100ML,,F006224909,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,71,8,10,3,,12,1,,1,,,,,,
DD-006242309,MD EDT SPR 50ML INT13,,F006242309,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,71,8,8,3,,12,1,,1,,,,,,
DD-006244309,MD EDT SPR 100ML INT13,,F006244309,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,71,8,10,3,,12,1,,1,,,,,,
DD-008222719,MD EDP SPR 50ML INT17,,F008222719,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,157,8,8,3,,12,1,,1,,,,,,
DD-008224709,MD EDP SPR 100ML INT17,,F008224709,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,157,8,10,3,,12,1,,1,,,,,,
DD-008286709,MD EDP SPR 150ML INT17,,F008286709,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,157,8,20,3,,12,1,,1,,,,,,
DD-032622889,MD EDT VAPO 8 ASIE 08,,F032622889,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,71,8,8,3,,12,1,,1,,,,,,
DD-032624889,MD BLOOMING BOUQUET EDT SPRAY 100,,F032624889,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,72,8,10,3,,12,1,,1,,,,,,
DD-032686009,MD BB EDT SPR 150ML INT16,,F032686009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,72,8,20,3,,12,1,,1,,,,,,
DD-041203009,MD LE PARFUM SPR 75ML INT12,,F041203009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,73,8,9,3,,12,1,,1,,,,,,
DD-041242009,MD LE PARFUM SPR 40ML INT12,,F041242009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,73,8,26,3,,12,1,,1,,,,,,
DD-078222009,MD ABS BLOOM EDP SPR 50ML INT16,,F078222009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,74,8,8,3,,12,1,,1,,,,,,
DD-078224009,MD ABS BLOOM EDP SPR 100ML INT16,,F078224009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,25,74,8,10,3,,12,1,,1,,,,,,
DD-056364009,HPSN DEO AEROS 100ML,,F056364009,,,40,0,1,5,,,,,3,1,5,20,18,22,97,26,76,8,10,3,,12,1,,1,,,,,,
DD-099600002,PSNG BODY MILK BTL 200ML INT18,,C099600002,,,40,0,1,5,,,,,3,1,5,20,18,22,97,26,75,8,21,3,,12,1,,1,,,,,,
DD-006322009,CD POISON EDT SPRAY 50ML,,F006322009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,75,8,8,3,,12,1,,1,,,,,,
DD-006324009,CD POISON EDT SPRAY 100ML,,F006324009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,76,8,10,3,,12,1,,1,,,,,,
DD-006342009,CD HYPNOTIC POISON EDT SPRAY 50ML,,F006342009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,76,8,8,3,,12,1,,1,,,,,,
DD-006344009,CD HYPNOTIC POISON EDT SPRAY 100ML,,F006344009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,76,8,10,3,,12,1,,1,,,,,,
DD-006386009,HYPNOTIC POISON EDT 150ML,,F006386009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,76,8,20,3,,12,1,,1,,,,,,
DD-008322609,CD PURE POISON EDP NATURAL SPRAY 5,,F008322609,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,77,8,8,3,,12,1,,1,,,,,,
DD-008324609,CD PURE POISON EDP NATURAL SPRAY 1,,F008324609,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,77,8,10,3,,12,1,,1,,,,,,
DD-008342409,HYPNOTIC POISON EDP 50ML,,F008342409,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,76,8,8,3,,12,1,,1,,,,,,
DD-008344409,HYPNOTIC POISON EDP 100ML,,F008344409,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,76,8,10,3,,12,1,,1,,,,,,
DD-026322009,PSNG EDT SPR 50ML INT17,,F026322009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,77,8,8,3,,12,1,,1,,,,,,
DD-026324009,PSNG EDT SPR 100ML INT17,,F026324009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,77,8,10,3,,12,1,,1,,,,,,
DD-076322009,PSNG EDP SPR 50ML INT16,,F076322009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,77,8,8,3,,12,1,,1,,,,,,
DD-076324009,PSNG EDP SPR 100ML INT16,,F076324009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,77,8,10,3,,12,1,,1,,,,,,
DD-099600070,PSNG UNEXPECTED EDT SPR 50ML INT18,,C099600070,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,78,8,8,3,,12,1,,1,,,,,,
DD-099600071,PSNG UNEXPECTED EDT SPR 100ML INT1,,C099600071,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,78,8,10,3,,12,1,,1,,,,,,
DD-099600078,PSNG R-PEARL UNEXPECTED 20ML INT18,,C099600078,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,78,8,17,3,,12,1,,1,,,,,,
DD-099600079,PSNG R-PEARL EDT 20ML INT18,,C099600079,,,40,0,1,5,,,,,3,1,5,20,18,388,97,26,78,8,17,3,,12,1,,1,,,,,,
DD-000502000,SAUVAGE AS BALM P/BTL 100ML INT16,,F000502000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,27,79,8,10,2,,12,1,,1,,,,,,
DD-000655000,SAUVAGE AF/SH LOT BTL 100ML INT15,,F000655000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,27,79,8,10,2,,12,1,,1,,,,,,
DD-000950000,SAUVAGE SHOWER GEL BTL 200ML INT16,,F000950000,,,40,0,1,5,,,,,3,1,5,20,18,22,97,27,79,8,21,2,,12,1,,1,,,,,,
DD-001734009,SAUVAGE DEO SPR 150ML INT15,,F001734009,,,40,0,1,5,,,,,3,1,5,20,18,22,97,27,79,8,20,2,,12,1,,1,,,,,,
DD-068522009,SAUVAGE EDT SPR 60ML INT15,,F068522009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,27,80,8,15,2,,12,1,,1,,,,,,
DD-068524009,SAUVAGE EDT SPR 100ML INT15,,F068524009,,,40,0,1,5,,,,,3,1,5,20,18,388,97,27,80,8,10,2,,12,1,,1,,,,,,
