item_code,item_description,item_description_ar,supplier_item_ref,int_barcode,loc_barcode,purchase_point,ib,uom_value,uom_id,supplier_uom_value,supplier_uom_id,weight_value,weight_id,type_id,division_id,dept_code_id,supplier_code_id,product_code_id,subproduct_code_id,group_line_id,brand_line_code_id,brand_cls_code_id,section_code_id,size_code_id,gender_code_id,fragrance_code_id,color_code_id,collection_code_id,made_in_id,item_status_code_id,created_on,created_by,updated_on,updated_by,selectivetax,vatpercentage
DD-002783277,RGE DIOR 277 INT16,,F002783277,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783361,RGE DIOR 361 INT16,,F002783361,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783414,RGE DIOR 414 INT16,,F002783414,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783434,RGE DIOR 434 INT16,,F002783434,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783520,RGE DIOR 520 INT16,,F002783520,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783663,RGE DIOR 663 INT16,,F002783663,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783683,RGE DIOR 683 INT16,,F002783683,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783743,RGE DIOR 743 INT16,,F002783743,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783762,RGE DIOR 762 INT16,,F002783762,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783852,RGE DIOR 852 INT16,,F002783852,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783994,RGE DIOR 994 INT16,,F002783994,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002783999,RGE DIOR 999 INT16,,F002783999,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,140,8,1,3,1,12,1,,1,,,,,,
DD-002784136,RGE DIOR MAT 136 INT16,,F002784136,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784426,RGE DIOR MATTE 426 FALL INT17,,F002784426,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784481,RGE DIOR MATTE 481 FALL INT17,,F002784481,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784576,RGE DIOR MAT 576 INT16,,F002784576,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784771,RGE DIOR MAT 771 INT16,,F002784771,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784772,RGE DIOR MAT 772 INT16,,F002784772,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784787,RGE DIOR MAT 787 INT16,,F002784787,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784789,RGE DIOR MATTE 789 INT16,,F002784789,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784861,RGE DIOR MATTE 861 FALL INT17,,F002784861,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784888,RGE DIOR MATTE 888 CH17,,F002784888,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784897,RGE DIOR MAT 897 INT16,,F002784897,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784962,RGE DIOR MATTE 962 INT16,,F002784962,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784964,RGE DIOR MAT 964 INT16,,F002784964,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-002784999,RGE DIOR MATTE 999 INT16,,F002784999,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,141,8,1,3,1,12,1,,1,,,,,,
DD-003800001,ULTRA ROUGE-001,,C003800001,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800111,ULTRA ROUGE-111,,C003800111,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800325,ULTRA ROUGE-325,,C003800325,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800450,ULTRA ROUGE-450,,C003800450,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800587,ULTRA ROUGE-587,,C003800587,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800600,ULTRA ROUGE-600,,C003800600,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800641,ULTRA ROUGE-641,,C003800641,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800755,ULTRA ROUGE-755,,C003800755,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800763,ULTRA ROUGE-763,,C003800763,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800843,ULTRA ROUGE-843,,C003800843,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800851,ULTRA ROUGE-851,,C003800851,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-003800870,ULTRA ROUGE-870,,C003800870,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,142,8,1,3,1,12,1,,1,,,,,,
DD-004700001,DSK DIOR BLUSH L/ED 001 XMAS INT18,,C004700001,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,143,8,1,3,1,12,1,,1,,,,,,
DD-005000080,RGE DIOR L/ED 080 XMAS INT18,,C005000080,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,143,8,1,3,1,12,1,,1,,,,,,
DD-005000434,RGE DIOR L/ED 434 XMAS INT18,,C005000434,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,143,8,1,3,1,12,1,,1,,,,,,
DD-005000999,RGE DIOR L/ED 999 XMAS INT 18,,C005000999,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,143,8,1,3,1,12,1,,1,,,,,,
DD-005100772,RGE DIOR MATTE L/ED 772 XMAS INT 18,,C005100772,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,143,8,1,3,1,12,1,,1,,,,,,
DD-071525939,DSK RENO DIORBLUSH 939 INT13,,F071525939,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,144,8,1,3,1,12,1,,1,,,,,,
DD-077125001,ROUGE DIOR CONTOUR NUDE 001 INT12,,F077125001,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,145,8,1,3,1,12,1,,1,,,,,,
DD-077135047,RGE DIOR CONTOUR 047 INT16,,F077135047,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,145,8,1,3,1,12,1,,1,,,,,,
DD-077135060,RGE DIOR CONTOUR 060 INT16,,F077135060,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,145,8,1,3,1,12,1,,1,,,,,,
DD-077135756,RGE DIOR CONTOUR 756 INT16,,F077135756,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,145,8,1,3,1,12,1,,1,,,,,,
DD-077135948,RGE DIOR CONT 948 FALL INT17,,F077135948,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,145,8,1,3,1,12,1,,1,,,,,,
DD-077135994,RGE DIOR CONTOUR 994 INT16,,F077135994,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,145,8,1,3,1,12,1,,1,,,,,,
DD-099600160,RGE DIOR COFFRET XMAS INT18,,C099600160,,,40,0,1,5,,,,,3,1,5,20,24,333,97,37,146,8,28,3,1,12,1,,1,,,,,,
DD-002707000,COLL NAIL GLOW SPR INT13,,F002707000,,,40,0,1,5,,,,,3,1,5,20,24,332,97,41,147,8,1,3,1,12,1,,1,,,,,,
DD-002810001,CD NAIL CREAM 10 GM,,F002810001,,,40,0,1,5,,,,,3,1,5,20,24,332,97,41,147,8,14,3,1,12,1,,1,,,,,,
DD-002820001,COLL BASE COAT ABRICOT INT13,,F002820001,,,40,0,1,5,,,,,3,1,5,20,24,332,97,41,147,8,1,3,1,12,1,,1,,,,,,
DD-002832000,COLL TOP COAT ABRICOT INT13,,F002832000,,,40,0,1,5,,,,,3,1,5,20,24,332,97,41,147,8,1,3,1,12,1,,1,,,,,,
DD-002840000,COLL TOP COAT GEL INT13,,F002840000,,,40,0,1,5,,,,,3,1,5,20,24,332,97,41,147,8,1,3,1,12,1,,1,,,,,,
DD-002857000,COLL HUILE ABRICOT INT13,,F002857000,,,40,0,1,5,,,,,3,1,5,20,24,332,97,41,147,8,1,3,1,12,1,,1,,,,,,
DD-002953000,COLL DISSOLVANT ABRICOT INT13,,F002953000,,,40,0,1,5,,,,,3,1,5,20,24,332,97,41,147,8,1,3,1,12,1,,1,,,,,,
DD-029044000,C/TOT DRSK MASK TB 75ML INT17,,F029044000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,9,3,1,12,1,,1,,,,,,
DD-029132000,C/TOT DRSK P/BTL 30ML INT17,,F029132000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,7,3,1,12,1,,1,,,,,,
DD-029233000,C/TOT DRSK ADVANCED SLEEVE 50ML IN,,F029233000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,8,3,1,12,1,,1,,,,,,
DD-060350000,C/TOT RICH CR JAR RFBL 60ML INT16,,F060350000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,15,3,1,12,1,,1,,,,,,
DD-060450000,C/TOT UNIV CR JAR RFBL 60ML INT16,,F060450000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,15,3,1,12,1,,1,,,,,,
DD-060450099,C/TOT UNIV CR JAR REFIL 60ML INT16,,F060450099,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,15,3,1,12,1,,1,,,,,,
DD-060531000,C/TOT EYE TREATMENT JAR 15ML INT13,,F060531000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,13,3,1,12,1,,1,,,,,,
DD-060750999,C/TOT MP NIGHT CREME REFILL JAR 60,,F060750999,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,15,3,1,12,1,,1,,,,,,
DD-060850000,C/TOT LIGHT CR JAR RFBL 60ML INT16,,F060850000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,15,3,1,12,1,,1,,,,,,
DD-061211005,C/TOT CARE EYES SER BTL 15ML INT15,,F061211005,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,13,3,1,12,1,,1,,,,,,
DD-061850000,C/TOT MP NIGHT CREME JAR 60ML INT1,,F061850000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,15,3,1,12,1,,1,,,,,,
DD-066733000,C/TOT CARE SER P/BTL 50ML INT15,,F066733000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,8,3,1,12,1,,1,,,,,,
DD-066733099,C/TOT SER REFILL P/BTL 50ML INT15,,F066733099,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,121,8,8,3,1,12,1,,1,,,,,,
DD-099600010,C.YOUTH CR SLEEVE 50ML INT18,,C099600010,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,149,8,8,3,1,12,1,,1,,,,,,
DD-099600011,C.YOUTH SER PLUMP SLEEVE 30ML INT1,,C099600011,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,149,8,7,3,1,12,1,,1,,,,,,
DD-099600012,C.YOUTH SER GLOW SLEEVE 30ML INT18,,C099600012,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,149,8,7,3,1,12,1,,1,,,,,,
DD-099600013,C.YOUTH SER LIFT SLEEVE 30ML INT18,,C099600013,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,149,8,7,3,1,12,1,,1,,,,,,
DD-099600076,C.YOUTH SER MAT SLEEV 30ML INT18,,C099600076,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,149,8,7,3,1,12,1,,1,,,,,,
DD-099600077,C.YOUTH SER SOOTH SLEEV 30ML INT18,,C099600077,,,40,0,1,5,,,,,3,1,5,20,30,492,97,39,149,8,7,3,1,12,1,,1,,,,,,
DD-021243000,DBRZ SELF TAN FACE GEL TB 50ML INT,,F021243000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,50,148,8,8,3,1,12,1,,1,,,,,,
DD-021245000,DBRZ SELF TAN BODY GEL TB 150ML IN,,F021245000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,50,148,8,20,3,1,12,1,,1,,,,,,
DD-099600074,DBRONZE OIL IN MIST SPF15 SPR125ML,,C099600074,,,40,0,1,5,,,,,3,1,5,20,30,492,97,50,148,8,11,3,1,12,1,,1,,,,,,
DD-041053000,SNOW CLOUD CR JAR 50ML INT17,,F041053000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,42,150,8,8,3,1,12,1,,1,,,,,,
DD-042232000,SNOW BLOOMPERFECT P/BTL 30ML INT16,,F042232000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,42,150,8,7,3,1,12,1,,1,,,,,,
DD-046042020,SNOW FRESH CC CR 020 TB 30ML CH/KR,,F046042020,,,40,0,1,5,,,,,3,1,5,20,30,492,97,42,150,8,7,3,1,12,1,,1,,,,,,
DD-046112000,SNOW SER ESS OF LIGHT BTL 30ML INT,,F046112000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,42,150,8,7,3,1,12,1,,1,,,,,,
DD-048152000,SNOW UV PROTECT SPF50+ CR TB 30ML,,F048152000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,42,150,8,7,3,1,12,1,,1,,,,,,
DD-048245004,SNOW WR GENTLE PURIFYING FOAM TB 1,,F048245004,,,40,0,1,5,,,,,3,1,5,20,30,492,97,42,150,8,30,3,1,12,1,,1,,,,,,
DD-004000010,DRSK MOIST CUSH 010 2X15G INT18,,C004000010,,,40,0,1,5,,,,,3,1,5,20,30,492,97,43,151,8,1,3,1,12,1,,1,,,,,,
DD-004000020,DRSK MOIST CUSH 020 2X15G INT18,,C004000020,,,40,0,1,5,,,,,3,1,5,20,30,492,97,43,151,8,1,3,1,12,1,,1,,,,,,
DD-004000030,DRSK MOIST CUSH 030 2X15G INT18,,C004000030,,,40,0,1,5,,,,,3,1,5,20,30,492,97,43,151,8,1,3,1,12,1,,1,,,,,,
DD-005500100,DRSK MOIST CUS NW/FB 100(000)2X15G,,C005500100,,,40,0,1,5,,,,,3,1,5,20,30,492,97,43,151,8,1,3,1,12,1,,1,,,,,,
DD-002590000,DEMAQ EXFOLIATING POWDER INT17,,F002590000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,1,3,1,12,1,,1,,,,,,
DD-012135000,DEMAQ LOTION IN FOAM P/BTL 190ML I,,F012135000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,31,3,1,12,1,,1,,,,,,
DD-012136000,DEMAQ MICELLAR WATER P/BTL 200ML I,,F012136000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,21,3,1,12,1,,1,,,,,,
DD-022136000,DEMAQ OIL TO MIL P/BTL 200ML INT17,,F022136000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,21,3,1,12,1,,1,,,,,,
DD-030153000,HLIF SLEEPING MASK JAR 50ML INT16,,F030153000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,8,3,1,12,1,,1,,,,,,
DD-045143001,HLIF BB CREME TB 001 50ML INT13,,F045143001,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,8,3,1,12,1,,1,,,,,,
DD-045143003,HLIF BB CREME TB 003 50ML INT13,,F045143003,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,8,3,1,12,1,,1,,,,,,
DD-069053001,HLIFE GLOW MASK JAR 50ML INT17,,F069053001,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,8,3,1,12,1,,1,,,,,,
DD-069153000,LIFE NUTRITION MASK JAR 50ML INT17,,F069153000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,8,3,1,12,1,,1,,,,,,
DD-069212000,LIFE WATER ESSENCE BTL 40ML INT17,,F069212000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,26,3,1,12,1,,1,,,,,,
DD-069253000,LIFE FRESH CREME JAR 50ML INT17,,F069253000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,8,3,1,12,1,,1,,,,,,
DD-069553000,LIFE PORE MASK JAR 50ML INT17,,F069553000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,8,3,1,12,1,,1,,,,,,
DD-099600030,HLIFE SORBET EYE GEL TB APPL 15ML,,C099600030,,,40,0,1,5,,,,,3,1,5,20,30,491,97,44,152,8,13,3,1,12,1,,1,,,,,,
DD-099600031,HLFE SORBET RICH CREAM JAR 50ML IN,,C099600031,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,8,3,1,12,1,,1,,,,,,
DD-099600032,HLIFE MICEL MILK BTL 200ML INT18,,C099600032,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,21,3,1,12,1,,1,,,,,,
DD-099600033,HLIFE TRI PHASE CLN FL BTL 125ML I,,C099600033,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,11,3,1,12,1,,1,,,,,,
DD-099600034,HLIFE SORBET WATER BTL 175ML INT18,,C099600034,,,40,0,1,5,,,,,3,1,5,20,30,492,97,44,152,8,32,3,1,12,1,,1,,,,,,
DD-060051000,ODV LA CRM CONT EYE/LIP REFILLABLE,,F060051000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,45,153,8,13,3,1,12,1,,1,,,,,,
DD-060051099,ODV LA CRM CONT EYE/LIP REFILL 15M,,F060051099,,,40,0,1,5,,,,,3,1,5,20,30,492,97,45,153,8,7,3,1,12,1,,1,,,,,,
DD-062232000,DOR ODV SRM REFILL /BTL30ML INT11,,F062232000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,45,153,8,7,3,1,12,1,,1,,,,,,
DD-062232099,DOR ODV SRM REFILL/BTL 30ML INT11,,F062232099,,,40,0,1,5,,,,,3,1,5,20,30,492,97,45,153,8,7,3,1,12,1,,1,,,,,,
DD-062453100,L'OR DE VIE LA CREME REFILLABLE 50,,F062453100,,,40,0,1,5,,,,,3,1,5,20,30,492,97,45,153,8,8,3,1,12,1,,1,,,,,,
DD-062453199,L'OR DE VIE LA CREME REFILL 50ML,,F062453199,,,40,0,1,5,,,,,3,1,5,20,30,492,97,45,153,8,8,3,1,12,1,,1,,,,,,
DD-072131000,O.ESS EYE TREAT P/BTL 15ML INT16,,F072131000,,,40,0,1,5,,,,,3,1,5,20,30,491,97,46,154,8,13,3,1,12,1,,1,,,,,,
DD-072335000,O.ESS MIST-LOTION P/BTL 125ML INT1,,F072335000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,46,154,8,11,3,1,12,1,,1,,,,,,
DD-072533080,O.ESS BOOST SR P/BTL 50ML CN17,,F072533080,,,40,0,1,5,,,,,3,1,5,20,30,492,97,46,154,8,8,3,1,12,1,,1,,,,,,
DD-072534080,O.ESS BOOST SR P/BTL 75ML CN17,,F072534080,,,40,0,1,5,,,,,3,1,5,20,30,492,97,46,154,8,9,3,1,12,1,,1,,,,,,
DD-072535080,O.ESS BOOST SR P/BTL 30ML CN17,,F072535080,,,40,0,1,5,,,,,3,1,5,20,30,492,97,46,154,8,7,3,1,12,1,,1,,,,,,
DD-039252800,PREST WH LIGHT IN UV BASE BTL 30ML,,F039252800,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,7,3,1,12,1,,1,,,,,,
DD-039253800,DIOR PRESTIGE LIGHT-IN-WHITE LIGHT,,F039253800,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,8,3,1,12,1,,1,,,,,,
DD-063090012,PRESTIGE CUSHION BOX 012 15G INT18,,F063090012,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,12,3,1,12,1,,1,,,,,,
DD-063090020,PRESTIGE CUSHION BOX 020 15G INT18,,F063090020,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,12,3,1,12,1,,1,,,,,,
DD-063090030,PRESTIGE CUSHION BOX 030 15G INT18,,F063090030,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,12,3,1,12,1,,1,,,,,,
DD-065751000,PREST CR EYES JAR 15ML INT16,,F065751000,,,40,0,1,5,,,,,3,1,5,20,30,491,97,47,155,8,13,3,1,12,1,,1,,,,,,
DD-066153000,PREST LIGHT CR JAR 50ML INT16,,F066153000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,8,3,1,12,1,,1,,,,,,
DD-067053000,PREST CREME JAR 50ML INT15,,F067053000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,8,3,1,12,1,,1,,,,,,
DD-067132000,PREST HUILE DE ROSE P/BTL 30ML INT,,F067132000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,7,3,1,12,1,,1,,,,,,
DD-067653000,PREST RICH CR JAR 50ML INT17,,F067653000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,8,3,1,12,1,,1,,,,,,
DD-068853000,PRESTIGE NIGHT CREME JAR 50ML,,F068853000,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,8,3,1,12,1,,1,,,,,,
DD-099600035,PREST MICELLAR FOAM TUBE 120ML INT,,C099600035,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,17,3,1,12,1,,1,,,,,,
DD-099600036,PREST BALM JAR 150ML INT18,,C099600036,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,20,3,1,12,1,,1,,,,,,
DD-099600037,PREST SCRUB JAR 150ML INT18,,C099600037,,,40,0,1,5,,,,,3,1,5,20,30,492,97,47,155,8,20,3,1,12,1,,1,,,,,,
DD-099600087,SERUM DE ROSE EYE TB,,C099600087,,,40,0,1,5,,,,,3,1,5,20,30,491,97,47,155,8,13,3,1,12,1,,1,,,,,,
DD-001,JADORE EDT TESTER,,T001,,,40,0,1,5,,,,,1,1,5,20,35,638,97,23,156,8,11,3,2,12,1,,1,,,,,,
